time_from_start_sec,q1,q2,q3,q4,q5,dq1,dq2,dq3,dq4,dq5,tau1,tau2,tau3,tau4,tau5
9.660165,-1.275301,1.555751,-2.110185,-1.497988,-0.800152,-0.007326,-0.192918,0.065933,0.007326,-0.012211,-0.007326,1.743589,1.506716,-0.163614,-0.003663
10.270075,-1.275301,1.547359,-2.113618,-1.502184,-0.799385,-0.007326,-0.007326,-0.021978,-0.007326,-0.012211,-0.007326,1.620512,1.516483,-0.173382,-0.003663
11.050104,-1.275301,1.547359,-2.124300,-1.501802,-0.799385,-0.007326,-0.002442,-0.051283,0.007326,-0.012211,-0.007326,1.593163,1.511600,-0.173382,-0.003663
11.350083,-1.275682,1.546977,-2.134982,-1.501421,-0.799385,-0.007326,-0.002442,-0.139194,0.007326,-0.036629,-0.007326,1.593163,1.526252,-0.178267,-0.003663
11.490072,-1.275682,1.543925,-2.145281,-1.501421,-0.799385,-0.007326,-0.153846,-0.109890,-0.007326,-0.012211,-0.007326,1.784615,1.487180,-0.178267,-0.003663
11.550067,-1.275682,1.533244,-2.146426,-1.501421,-0.799385,-0.036631,-0.251526,-0.021978,-0.021978,0.012211,-0.002442,1.811966,1.452991,-0.183150,-0.003663
11.600137,-1.276063,1.509211,-2.146044,-1.501421,-0.799385,-0.007326,-0.485958,-0.021978,-0.021978,-0.012211,-0.007326,2.140171,1.433455,-0.188034,-0.001221
11.659993,-1.276063,1.477549,-2.144518,-1.501421,-0.799001,-0.007326,-0.544566,0.051283,-0.007326,0.012211,-0.002442,2.167521,1.365079,-0.197803,-0.003663
11.710122,-1.279115,1.447412,-2.135745,-1.501421,-0.799001,-0.183149,-0.642246,0.212454,-0.007326,-0.012211,0.017094,2.400000,1.267399,-0.202686,-0.003663
11.760141,-1.287508,1.413079,-2.115526,-1.501802,-0.799768,-0.329670,-0.710623,0.417582,-0.007326,-0.036629,0.036630,2.536753,1.150183,-0.207570,-0.001221
11.820186,-1.302766,1.370354,-2.079668,-1.501802,-0.800919,-0.329670,-0.739926,0.622711,-0.007326,-0.036629,0.036630,2.823931,1.086691,-0.212454,-0.001221
11.880107,-1.326037,1.323814,-2.041138,-1.501421,-0.811656,-0.446886,-0.774115,0.666666,0.007326,-0.012211,0.061050,2.960684,1.067155,-0.212454,0.003663
11.930144,-1.349307,1.282614,-2.007187,-1.501039,-0.826996,-0.505495,-0.876678,0.637363,0.007326,-0.402931,0.070818,3.302565,1.047619,-0.217339,0.013431
11.980319,-1.373339,1.237219,-1.969040,-1.498369,-0.851540,-0.461538,-0.891331,0.754580,0.168499,-0.647129,0.065934,3.494017,1.008547,-0.251526,0.028083
12.040149,-1.406528,1.178853,-1.920592,-1.497225,-0.900625,-0.549450,-1.023199,0.915751,0.007326,-0.915752,0.070818,3.712820,0.949939,-0.217339,0.037851
12.100183,-1.438190,1.118580,-1.874815,-1.496462,-0.946260,-0.593407,-1.028083,0.681318,0.036631,-0.940170,0.075702,4.054703,0.989011,-0.231990,0.040293
12.150209,-1.464131,1.068607,-1.842008,-1.470903,-0.995348,-0.578754,-0.993895,0.608059,0.813187,-1.013432,0.080586,4.205128,1.008547,-0.324786,0.045177
12.200234,-1.483967,1.020159,-1.815304,-1.411012,-1.035231,-0.271063,-0.891331,0.520147,1.369963,-0.744812,0.041514,4.232479,1.008547,-0.388278,0.035409
12.260116,-1.499989,0.967897,-1.787457,-1.337768,-1.077031,-0.271063,-0.862027,0.388279,0.827839,-0.525032,0.031746,4.478634,1.057387,-0.285714,0.023199
12.310156,-1.504948,0.932801,-1.773343,-1.306868,-1.087002,-0.095238,-0.661782,0.168499,0.622711,-0.451771,0.012210,4.574360,1.096459,-0.271062,0.010989
12.360213,-1.507237,0.902283,-1.767239,-1.272155,-1.090453,-0.007326,-0.534799,0.095238,0.549450,-0.061050,-0.007326,4.437607,1.091575,-0.241758,0.001221
12.420192,-1.506855,0.876343,-1.764950,-1.240492,-1.100808,-0.007326,-0.344322,-0.007326,0.783882,-0.036629,-0.007326,4.437607,1.096459,-0.305250,-0.001221
12.480108,-1.506855,0.855362,-1.761136,-1.184415,-1.102342,-0.007326,-0.319902,0.095238,0.798534,-0.183151,-0.007326,4.519657,1.032967,-0.271062,0.003663
12.530192,-1.506855,0.842773,-1.757702,-1.170300,-1.125734,0.007326,-0.227106,0.007326,0.065933,-0.256409,-0.007326,4.492310,1.052503,-0.188034,0.010989
12.640183,-1.506855,0.833618,-1.754268,-1.168012,-1.127268,-0.007326,-0.041514,0.036631,-0.021978,-0.061050,-0.007326,4.423931,1.028083,-0.178267,-0.001221
12.700179,-1.506855,0.828277,-1.754268,-1.168012,-1.137239,-0.007326,-0.080586,0.007326,0.007326,-0.036629,-0.007326,4.287178,1.037851,-0.178267,-0.001221
12.780195,-1.506855,0.818741,-1.750835,-1.168012,-1.136472,-0.007326,-0.300366,-0.021978,-0.007326,-0.012211,-0.007326,4.560684,1.037851,-0.178267,-0.003663
12.830200,-1.506855,0.807296,-1.750835,-1.168012,-1.135705,-0.007326,-0.212454,0.007326,-0.007326,0.012211,-0.007326,4.437607,1.008547,-0.183150,-0.003663
12.890080,-1.505330,0.789748,-1.745494,-1.168012,-1.130719,0.036631,-0.324786,0.153847,-0.007326,-0.012211,-0.007326,4.670086,0.940171,-0.183150,-0.003663
12.940167,-1.505330,0.780593,-1.736721,-1.168012,-1.131103,-0.007326,-0.173382,0.271063,0.007326,-0.012211,-0.007326,4.451283,0.866911,-0.188034,-0.003663
12.990779,-1.505330,0.769530,-1.720699,-1.168012,-1.131487,0.007326,-0.236875,0.358974,-0.007326,-0.012211,-0.002442,4.642735,0.852259,-0.188034,-0.003663
13.050250,-1.505330,0.757323,-1.693996,-1.168012,-1.131487,-0.007326,-0.231990,0.373627,-0.007326,-0.036629,-0.007326,4.861538,0.886447,-0.178267,-0.003663
13.100344,-1.504948,0.747786,-1.681407,-1.168393,-1.131487,0.007326,-0.144078,0.227106,0.007326,-0.012211,-0.007326,4.615383,0.935287,-0.183150,-0.003663
13.160107,-1.503804,0.735579,-1.671488,-1.168393,-1.131487,0.021978,-0.139194,0.109890,-0.007326,-0.036629,-0.012210,4.547009,0.974359,-0.183150,-0.003663
13.400229,-1.497700,0.727949,-1.668818,-1.168393,-1.131103,0.007326,-0.051282,-0.007326,-0.007326,-0.012211,-0.007326,4.670086,1.003663,-0.183150,-0.003663
13.570298,-1.495411,0.718412,-1.663096,-1.168393,-1.130719,0.007326,-0.148962,0.051283,-0.021978,0.012211,-0.007326,4.834187,0.984127,-0.178267,-0.003663
13.970118,-1.491215,0.716886,-1.653941,-1.168774,-1.131870,0.095238,-0.002442,0.021978,0.007326,-0.036629,-0.021978,4.683762,1.003663,-0.183150,-0.003663
14.030132,-1.480534,0.716886,-1.652033,-1.168774,-1.131103,0.285715,-0.007326,0.051283,-0.007326,0.012211,-0.041514,4.683762,0.998779,-0.178267,-0.003663
14.080223,-1.464512,0.716886,-1.651271,-1.169156,-1.130719,0.402931,-0.007326,-0.007326,0.007326,-0.036629,-0.061050,4.697437,1.018315,-0.183150,-0.003663
14.140212,-1.437427,0.716886,-1.650889,-1.169156,-1.129952,0.534798,-0.002442,-0.007326,-0.007326,0.061050,-0.075702,4.697437,1.013431,-0.178267,-0.003663
14.200321,-1.403476,0.716886,-1.649363,-1.169919,-1.110011,0.622711,-0.002442,0.021978,-0.021978,0.451771,-0.100122,4.697437,1.003663,-0.178267,-0.025641
14.260283,-1.362658,0.716886,-1.643641,-1.177930,-1.065526,0.725275,-0.002442,0.197802,-0.168499,0.964592,-0.109890,4.697437,0.964591,-0.168498,-0.047619
14.320135,-1.317644,0.716886,-1.638682,-1.180219,-1.007619,0.783882,-0.007326,0.036631,-0.021978,0.989010,-0.129426,4.711113,1.023199,-0.183150,-0.052503
14.380090,-1.272630,0.716886,-1.638301,-1.180219,-0.941276,0.754580,-0.002442,0.007326,0.007326,1.159950,-0.124542,4.711113,1.037851,-0.183150,-0.057387
14.430115,-1.234101,0.716886,-1.635630,-1.179837,-0.891806,0.520147,-0.002442,0.095238,-0.007326,1.037849,-0.090354,4.711113,1.013431,-0.178267,-0.052503
14.480132,-1.209305,0.716886,-1.627618,-1.179837,-0.853456,0.476191,-0.002442,0.139194,-0.007326,0.158730,-0.070818,4.738461,0.998779,-0.173382,-0.020757
14.530151,-1.194046,0.716886,-1.615793,-1.177930,-0.828146,0.241758,-0.002442,0.271063,0.095238,0.549450,-0.046398,4.752136,0.974359,-0.192918,-0.025641
14.590085,-1.182983,0.716886,-1.595956,-1.176022,-0.818175,0.109890,-0.007326,0.285715,-0.021978,0.036629,-0.026862,4.779488,0.993895,-0.168498,-0.013431
14.640168,-1.180313,0.716505,-1.581842,-1.176022,-0.818175,-0.007326,-0.002442,0.315018,-0.021978,-0.012211,-0.007326,4.806839,1.028083,-0.158731,-0.003663
14.750206,-1.180313,0.714216,-1.571542,-1.176022,-0.817792,-0.007326,-0.119658,0.021978,-0.021978,-0.036629,-0.007326,4.998291,1.145299,-0.158731,-0.003663
14.810093,-1.180313,0.700864,-1.561623,-1.176022,-0.806671,-0.007326,-0.275947,0.256411,0.007326,0.402931,-0.007326,5.094017,1.062271,-0.163614,-0.015873
14.860129,-1.179168,0.679120,-1.545983,-1.176022,-0.797467,0.036631,-0.490843,0.388279,0.007326,0.427349,-0.012210,5.353848,1.003663,-0.163614,-0.018315
14.920119,-1.176879,0.649747,-1.516228,-1.176022,-0.790948,0.007326,-0.427350,0.461538,-0.007326,0.012211,-0.007326,5.203419,0.959707,-0.158731,-0.006105
14.980139,-1.176879,0.633725,-1.496009,-1.183652,-0.791331,-0.021978,-0.090354,0.183149,-0.344322,-0.012211,-0.007326,5.011967,1.057387,-0.109890,-0.003663
15.050113,-1.177642,0.633725,-1.491050,-1.196240,-0.792098,-0.007326,0.002442,0.036631,-0.490843,-0.012211,-0.002442,5.080341,1.135531,-0.090354,-0.001221
15.100294,-1.177642,0.634488,-1.489143,-1.225233,-0.792098,-0.021978,0.031746,0.036631,-0.446886,0.012211,-0.007326,5.025642,1.130647,-0.119658,-0.003663
15.159979,-1.177642,0.634869,-1.487617,-1.235151,-0.792482,-0.007326,-0.002442,-0.007326,-0.007326,0.012211,-0.007326,5.080341,1.140415,-0.173382,-0.001221
15.320169,-1.179931,0.634488,-1.494865,-1.241636,-0.793249,-0.080585,-0.002442,-0.051283,-0.007326,-0.012211,0.002442,5.066666,1.150183,-0.178267,-0.003663
15.530158,-1.188705,0.634488,-1.493339,-1.241636,-0.797851,-0.021978,-0.002442,-0.007326,-0.007326,-0.012211,-0.002442,5.052990,1.130647,-0.183150,-0.003663
15.630315,-1.195190,0.634488,-1.493721,-1.253080,-0.798234,-0.197802,-0.002442,0.051283,-0.578754,-0.036629,0.021978,5.052990,1.115995,-0.105006,-0.001221
15.690927,-1.208924,0.637921,-1.488762,-1.289702,-0.810889,-0.300365,0.207570,0.065933,-0.666666,-0.085468,0.036630,4.601711,1.106227,-0.100122,0.006105
15.750267,-1.239441,0.658139,-1.489524,-1.330521,-0.839267,-0.520147,0.305250,-0.051283,-0.725275,-0.818069,0.070818,4.642735,1.150183,-0.109890,0.025641
15.810231,-1.277208,0.678739,-1.490287,-1.394227,-0.902160,-0.695971,0.280830,-0.007326,-0.886446,-0.989010,0.095238,4.711113,1.169719,-0.095238,0.042735
15.870092,-1.322984,0.688657,-1.491050,-1.441529,-0.974257,-0.769230,0.080586,0.007326,-0.593407,-1.330891,0.109890,4.875214,1.169719,-0.158731,0.062271
15.920100,-1.362658,0.693235,-1.490669,-1.450684,-1.039833,-0.813187,-0.002442,0.007326,0.021978,-1.208790,0.109890,4.957264,1.174603,-0.222222,0.057387
15.970142,-1.397373,0.693235,-1.490287,-1.450684,-1.093904,-0.681318,-0.007326,-0.007326,0.007326,-0.793652,0.085470,4.929916,1.174603,-0.222222,0.037851
16.020195,-1.428653,0.693235,-1.490669,-1.450303,-1.126884,-0.608059,-0.007326,-0.021978,-0.007326,-0.573872,0.080586,4.929916,1.184371,-0.222222,0.025641
16.080177,-1.456883,0.692854,-1.493721,-1.450303,-1.167151,-0.388279,-0.007326,-0.095238,0.007326,-0.549450,0.051282,4.929916,1.194139,-0.222222,0.028083
16.140194,-1.475194,0.693235,-1.498298,-1.450303,-1.186326,-0.197802,-0.002442,-0.036631,0.007326,-0.134312,0.026862,4.916241,1.184371,-0.222222,0.013431
16.200366,-1.485875,0.692854,-1.504783,-1.450303,-1.201282,-0.095238,-0.002442,-0.271063,0.007326,-0.036629,0.007326,4.916241,1.242979,-0.227106,0.003663
16.260149,-1.488926,0.692854,-1.521950,-1.442674,-1.200898,-0.036631,-0.002442,-0.227106,0.285715,0.061050,-0.007326,4.902565,1.233212,-0.271062,-0.003663
16.310258,-1.488926,0.692854,-1.536446,-1.428941,-1.199747,-0.007326,-0.002442,-0.227106,0.256411,-0.012211,-0.002442,4.861538,1.199023,-0.275947,-0.003663
16.370198,-1.488545,0.692854,-1.543694,-1.409104,-1.200131,-0.007326,-0.007326,-0.021978,0.300365,-0.012211,-0.007326,4.847862,1.111111,-0.261294,-0.003663
16.620191,-1.486638,0.701246,-1.536065,-1.407960,-1.200898,0.153847,0.266178,0.095238,-0.007326,-0.061050,-0.026862,4.697437,1.067155,-0.222222,-0.001221
16.680400,-1.473286,0.727949,-1.534157,-1.408341,-1.201665,0.329670,0.603174,0.007326,-0.007326,-0.012211,-0.056166,4.246155,1.135531,-0.217339,-0.003663
16.740115,-1.448108,0.778685,-1.535683,-1.408723,-1.200898,0.505495,0.945055,-0.036631,-0.021978,-0.036629,-0.080586,4.041027,1.213675,-0.207570,-0.003663
16.790165,-1.419498,0.828277,-1.544457,-1.409486,-1.200515,0.652014,1.042735,-0.183149,0.007326,0.012211,-0.105006,3.808546,1.340659,-0.197803,-0.003663
16.840201,-1.382113,0.880158,-1.566201,-1.409867,-1.194379,0.813187,1.018315,-0.549450,-0.021978,0.012211,-0.124542,3.781197,1.511600,-0.183150,-0.008547
16.900134,-1.326037,0.941194,-1.599390,-1.417878,-1.169836,0.989012,0.989011,-0.549450,-0.080585,0.622711,-0.153846,3.617094,1.570208,-0.173382,-0.030525
16.950136,-1.268816,0.993075,-1.631434,-1.418641,-1.133404,1.252747,1.052503,-0.652014,-0.065933,0.940170,-0.202686,3.439316,1.648352,-0.158731,-0.047619
17.000146,-1.201676,1.042667,-1.665385,-1.425126,-1.077415,1.399267,0.974359,-0.783882,-0.007326,1.233212,-0.207570,3.261538,1.682540,-0.168498,-0.059829
17.050181,-1.126524,1.091877,-1.700863,-1.424744,-1.011838,1.604395,0.945055,-0.681318,-0.007326,1.379730,-0.241758,3.193163,1.697191,-0.163614,-0.072039
17.100426,-1.042219,1.136510,-1.734050,-1.425126,-0.937824,1.780220,0.886447,-0.637363,-0.007326,1.526253,-0.275947,2.988033,1.692307,-0.158731,-0.076923
17.170279,-0.887340,1.204031,-1.794705,-1.442674,-0.849238,2.014652,0.803419,-0.842491,-0.461538,0.915752,-0.300366,2.714529,1.794871,-0.100122,-0.050061
17.220283,-0.780908,1.242178,-1.835142,-1.447251,-0.826612,2.175823,0.725275,-0.681318,-0.007326,0.134312,-0.329670,2.632479,1.750916,-0.163614,-0.013431
17.270353,-0.669899,1.276511,-1.867948,-1.447251,-0.761803,2.234432,0.700854,-0.622711,0.007326,1.599510,-0.334555,2.413675,1.697191,-0.163614,-0.079365
17.330220,-0.536764,1.317711,-1.888930,-1.446107,-0.657876,2.161171,0.661782,-0.139194,0.036631,1.892551,-0.334555,2.317949,1.565324,-0.163614,-0.096459
17.380331,-0.429569,1.352806,-1.893126,-1.438859,-0.557403,2.073261,0.735043,-0.051283,0.388279,2.087914,-0.305250,2.058119,1.540903,-0.207570,-0.106227
17.430344,-0.330767,1.390954,-1.893126,-1.419404,-0.455777,1.868132,0.774115,0.007326,0.417582,1.672771,-0.280830,1.948717,1.570208,-0.183150,-0.089133
17.490276,-0.226624,1.439019,-1.892745,-1.412156,-0.354537,1.619047,0.803419,-0.036631,-0.007326,1.599510,-0.236875,1.729914,1.643468,-0.114774,-0.081807
17.550249,-0.138504,1.487467,-1.898848,-1.412156,-0.260581,1.296703,0.842491,-0.212454,0.021978,1.526253,-0.202686,1.524786,1.755799,-0.105006,-0.079365
17.610150,-0.069456,1.545070,-1.911055,-1.404527,-0.179666,0.930403,1.037851,-0.139194,-0.021978,0.964592,-0.139194,1.114531,1.804640,-0.085470,-0.050061
17.660259,-0.030164,1.601147,-1.923262,-1.405290,-0.155889,0.695971,1.164835,-0.329670,-0.007326,0.036629,-0.100122,0.841026,1.877900,-0.070818,-0.015873
17.720152,-0.004986,1.672864,-1.943480,-1.405671,-0.156655,0.256411,1.189255,-0.358974,-0.007326,-0.061050,-0.046398,0.567522,1.980464,-0.051282,-0.001221
17.770160,-0.001553,1.731611,-1.975143,-1.405290,-0.157805,0.021978,1.155067,-0.681318,0.007326,-0.061050,-0.007326,0.362392,2.097680,-0.041514,-0.001221
17.820219,-0.001935,1.789214,-2.013291,-1.405290,-0.162792,-0.036631,1.179487,-0.783882,-0.007326,-0.305252,-0.002442,0.047863,2.156288,-0.031746,0.006105
17.870235,-0.002316,1.856735,-2.052201,-1.405290,-0.162792,0.007326,1.516483,-0.725275,-0.036631,-0.036629,-0.007326,-0.635897,2.166057,-0.021978,-0.003663
17.930161,-0.001935,1.954774,-2.106370,-1.405290,-0.168544,0.007326,1.672771,-0.959707,-0.021978,-0.525032,-0.007326,-0.909401,2.249084,-0.012210,0.010989
18.000180,-0.001935,2.054340,-2.167407,-1.404908,-0.223383,-0.021978,1.653235,-1.018314,0.007326,-1.208790,-0.002442,-1.415384,2.312576,0.002442,0.052503
18.060263,-0.002316,2.151616,-2.231494,-1.394608,-0.297013,-0.007326,1.565324,-1.003662,0.271063,-1.135532,-0.007326,-1.675213,2.336996,-0.021978,0.054945
18.120311,-0.002316,2.241645,-2.298253,-1.380493,-0.325774,-0.007326,1.477411,-1.135530,0.256411,-0.134312,-0.002442,-2.030769,2.361417,-0.007326,0.010989
18.180335,-0.002316,2.328239,-2.361959,-1.348068,-0.354537,-0.036631,1.413919,-1.018314,0.593407,-0.256409,-0.007326,-2.263248,2.351648,-0.031746,0.018315
18.240149,-0.002316,2.410638,-2.419943,-1.325560,-0.374094,-0.007326,1.301587,-0.930403,0.095238,-0.183151,-0.002442,-2.372650,2.361417,0.056166,0.010989
18.290168,-0.002697,2.472818,-2.459617,-1.325942,-0.381380,0.007326,1.179487,-0.681318,-0.021978,-0.256409,-0.007326,-2.536753,2.297924,0.075702,0.006105
18.340230,-0.002697,2.527751,-2.494331,-1.325560,-0.390201,-0.021978,1.052503,-0.695971,0.021978,-0.109890,-0.007326,-2.659828,2.273504,0.080586,0.001221
18.400236,-0.002697,2.586117,-2.534386,-1.300002,-0.401321,-0.007326,0.984127,-0.695971,0.534798,-0.036629,-0.007326,-2.892307,2.273504,0.017094,0.001221
18.460265,-0.002697,2.641812,-2.572534,-1.266050,-0.415895,-0.007326,0.886447,-0.564102,0.637363,-0.012211,-0.007326,-2.905983,2.278388,0.036630,0.003663
18.520230,-0.002697,2.703611,-2.621362,-1.217604,-0.431618,-0.007326,0.852259,-0.739927,0.725275,-0.549450,-0.007326,-3.029060,2.336996,0.041514,0.018315
18.570269,-0.002697,2.747100,-2.656077,-1.174878,-0.437754,-0.007326,0.896214,-0.681318,0.798534,-0.012211,-0.007326,-3.124786,2.317460,0.056166,-0.003663
18.630293,-0.002697,2.800125,-2.698421,-1.127956,-0.448874,-0.021978,0.896214,-0.769230,0.842491,-0.427349,-0.007326,-3.193163,2.351648,0.061050,0.010989
18.690232,-0.002697,2.852768,-2.743434,-1.087902,-0.449258,-0.007326,0.827839,-0.842491,0.549450,-0.036629,-0.002442,-3.234188,2.395604,0.114774,-0.001221
18.750199,-0.002697,2.901597,-2.790356,-1.036784,-0.453860,-0.007326,0.788767,-0.739927,0.901098,-0.061050,-0.007326,-3.165812,2.380953,0.080586,-0.001221
18.810246,-0.002697,2.946230,-2.832700,-0.981089,-0.475719,-0.021978,0.754579,-0.637363,0.695971,-0.061050,-0.007326,-3.275213,2.361417,0.134310,0.008547
18.870215,-0.002697,2.985521,-2.860548,-0.954003,-0.481855,-0.007326,0.559218,-0.285715,0.153847,-0.451771,-0.007326,-3.029060,2.268620,0.207570,0.008547
18.920229,-0.002697,3.011081,-2.866651,-0.951714,-0.485690,0.007326,0.456655,-0.124542,-0.007326,-0.012211,-0.007326,-2.947008,2.200244,0.227106,-0.003663
18.980217,-0.002697,3.031298,-2.872373,-0.951333,-0.486073,-0.007326,0.280830,-0.095238,0.007326,-0.036629,-0.007326,-2.796581,2.190476,0.231990,-0.003663
19.040195,-0.002316,3.046557,-2.877332,-0.951333,-0.485690,0.007326,0.236875,-0.080585,-0.021978,-0.012211,-0.002442,-2.892307,2.180708,0.236875,-0.003663
19.090276,-0.002697,3.058002,-2.881911,-0.950570,-0.485307,-0.007326,0.227106,-0.095238,0.007326,-0.012211,-0.007326,-2.878632,2.195360,0.236875,-0.003663
21.190266,-0.002697,3.067158,-2.885725,-0.952096,-0.484923,-0.007326,-0.002442,-0.036631,-0.007326,-0.036629,-0.007326,-2.741880,2.161172,0.241758,-0.003663
21.470278,-0.002697,3.067158,-2.896025,-0.952096,-0.484923,-0.021978,-0.007326,-0.109890,0.007326,0.012211,-0.007326,-2.728205,2.190476,0.236875,-0.003663
21.570178,-0.002697,3.067158,-2.906325,-0.952096,-0.484923,-0.007326,-0.002442,-0.095238,-0.021978,0.012211,-0.007326,-2.714529,2.200244,0.236875,-0.003663
21.660222,-0.002697,3.067158,-2.917387,-0.952096,-0.484923,-0.021978,-0.002442,-0.109890,-0.021978,0.012211,-0.007326,-2.728205,2.195360,0.231990,-0.003663
22.400232,-0.002697,3.067158,-2.921202,-0.952096,-0.484923,-0.021978,-0.002442,-0.021978,-0.021978,-0.036629,-0.007326,-2.728205,2.161172,0.231990,-0.003663
